Fetching seen_trades from Supabase...
Rows returned: 464

Unique addresses found: 262
  29x | 0x0e26a5a60755f60a20500a0fb858739c18b4550e
  24x | 0xa7a8c1fd4bfff08ea30214efa7efaf75d7c6580c
🟢 $         0 | 0xeeb8c48abc6185c22db94d8706b2ab8748cfcab5 | tr:28 wk:2 mo:2 seen:2x
🔴 $    -26045 | 0x44c1dfe43260c94ed4f1d00de2e1f80fb113ebc1 | tr:500 wk:159 mo:500 seen:2x
🔴 $   -328142 | 0x8a6764a2da22d13ed16efd05ec67123b656de403 | tr:191 wk:71 mo:71 seen:2x
🔴 $   -376709 | 0x5d189e816b4149be00977c1a3c8840374aec4972 | tr:319 wk:5 mo:41 seen:2x
🔴 $  -1221180 | 0xc44f432b014f36679e13615f95996eac32bbd49f | tr:500 wk:129 mo:500 seen:2x
🔴 $    -31819 | 0xe9076a87c5ed90ef16e6fe6529c943baeca0cff6 | tr:500 wk:500 mo:500 seen:2x
🔴 $   -365874 | 0x1136368d7f6728e94ed14c532ab95a932f710c2e | tr:500 wk:140 mo:500 seen:2x
🔴 $     -2530 | 0xa12e1d221a19fbcd37b3df481071b154f5e4315f | tr:9 wk:9 mo:9 seen:2x
🟢 $      1547 | 0x15a8117b6d1f5dabe7a9ada5332f597d0c8dbdd7 | tr:5 wk:5 mo:5 seen:2x
🔴 $   -181609 | 0x4a2be7a7e6e3b41dc2de00706b4c09660ca9af20 | tr:500 wk:53 mo:310 seen:2x
🔴 $  -3850742 | 0x0dcf5b49627c5194805bd1af846fd0bd3388c556 | tr:500 wk:144 mo:454 seen:2x
🟢 $         0 | 0x9adc4c8c7434d27cae75315287c994c436d79e4e | tr:10 wk:10 mo:10 seen:2x
🔴 $      -207 | 0x7cc46bbedf1b035666f29d1a10a797ce4b5d0039 | tr:3 wk:3 mo:3 seen:2x
🔴 $   -123612 | 0xa49b6ea0a604c581f2a9569db42c192b1c487054 | tr:500 wk:500 mo:500 seen:1x
🔴 $    -15885 | 0x69a810c24476c2f2e140418a99bae708e312a712 | tr:8 wk:3 mo:3 seen:1x
🔴 $   -288934 | 0x45bc74efa620b45c02308acaecdff1f7c06f978b | tr:500 wk:20 mo:185 seen:1x
🔴 $    -10132 | 0x6a8d1709bfb718d8555d315a983c4816278350f9 | tr:500 wk:500 mo:500 seen:1x
🟢 $         0 | 0x8a504be89c716fc8703371d9399559704a5aed9a | tr:145 wk:145 mo:145 seen:1x
🟢 $    120021 | 0xb2a3623364c33561d8312e1edb79eb941c798510 | tr:115 wk:37 mo:77 seen:1x
🔴 $    -33415 | 0x5f659bccbc353dbf7bcdffdee73bee60bb482036 | tr:6 wk:6 mo:6 seen:1x
🔴 $    -69856 | 0xbacd00c9080a82ded56f504ee8810af732b0ab35 | tr:500 wk:310 mo:500 seen:1x
🔴 $   -128219 | 0xa69d0cd47b794edd9642208409695d35150d509b | tr:246 wk:0 mo:73 seen:1x
🟢 $         0 | 0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f | tr:500 wk:222 mo:500 seen:1x
🟢 $         0 | 0x71b7c96c83974bb0fc2125dd326b75e8e494e6b9 | tr:83 wk:0 mo:58 seen:1x
🔴 $     -6185 | 0x39063a8d47e2a90a7b682d6a5b8c112ee3577556 | tr:249 wk:0 mo:6 seen:1x
🟢 $      7504 | 0x000d257d2dc7616feaef4ae0f14600fdf50a758e | tr:500 wk:29 mo:106 seen:1x
🟢 $        45 | 0xe7bd61ac59883bd4abda5c63865430452ecfebce | tr:500 wk:263 mo:500 seen:1x
🔴 $    -76608 | 0xf3b04dd038fcf191692927c0aa5a38018ea323a1 | tr:129 wk:0 mo:19 seen:1x
🔴 $   -111262 | 0xd68430d35d77cfa80e95a3e773aa1c55c137f320 | tr:299 wk:5 mo:133 seen:1x
